zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
5472,44.11377,-73.1611,New Haven,VT,Vermont,TRUE,,2025,18.3,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5473,44.24119,-73.19346,North Ferrisburgh,VT,Vermont,TRUE,,1398,27.5,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5474,44.83445,-73.26687,North Hero,VT,Vermont,TRUE,,1211,34.8,50013,Grand Isle,"{""50013"": 100}",Grand Isle,50013,FALSE,FALSE,America/New_York
5476,44.96055,-72.6457,Richford,VT,Vermont,TRUE,,3248,19.5,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5477,44.3936,-72.99152,Richmond,VT,Vermont,TRUE,,4374,50.6,50007,Chittenden,"{""50007"": 100}",Chittenden,50007,FALSE,FALSE,America/New_York
5478,44.7941,-73.11714,Saint Albans,VT,Vermont,TRUE,,16003,104.2,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5481,44.80833,-73.1396,Saint Albans Bay,VT,Vermont,TRUE,,0,0,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5482,44.39057,-73.24134,Shelburne,VT,Vermont,TRUE,,7714,122.4,50007,Chittenden,"{""50007"": 100}",Chittenden,50007,FALSE,FALSE,America/New_York
5483,44.88322,-72.98484,Sheldon,VT,Vermont,TRUE,,1357,23.9,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5485,44.90405,-72.97567,Sheldon Springs,VT,Vermont,TRUE,,0,0,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5486,44.62958,-73.31444,South Hero,VT,Vermont,TRUE,,1593,42.3,50013,Grand Isle,"{""50013"": 97.58, ""50007"": 2.42}",Grand Isle|Chittenden,50013|50007,FALSE,FALSE,America/New_York
5487,44.23082,-73.01096,Starksboro,VT,Vermont,TRUE,,1697,14.1,50001,Addison,"{""50001"": 89.4, ""50007"": 10.6}",Addison|Chittenden,50001|50007,FALSE,FALSE,America/New_York
5488,44.92214,-73.14286,Swanton,VT,Vermont,TRUE,,8269,47.7,50011,Franklin,"{""50011"": 100}",Franklin,50011,FALSE,FALSE,America/New_York
5489,44.5458,-72.89471,Underhill,VT,Vermont,TRUE,,3561,23.3,50007,Chittenden,"{""50007"": 100}",Chittenden,50007,FALSE,FALSE,America/New_York
5491,44.12101,-73.32111,Vergennes,VT,Vermont,TRUE,,6049,26.7,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5492,44.71324,-72.75853,Waterville,VT,Vermont,TRUE,,856,18.8,50015,Lamoille,"{""50015"": 97.68, ""50011"": 2.32}",Lamoille|Franklin,50015|50011,FALSE,FALSE,America/New_York
5494,44.60472,-73.01523,Westford,VT,Vermont,TRUE,,1525,21.2,50007,Chittenden,"{""50007"": 100}",Chittenden,50007,FALSE,FALSE,America/New_York
5495,44.42901,-73.09197,Williston,VT,Vermont,TRUE,,10628,119.8,50007,Chittenden,"{""50007"": 100}",Chittenden,50007,FALSE,FALSE,America/New_York
5602,44.2848,-72.61498,Montpelier,VT,Vermont,TRUE,,12495,54.9,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5640,44.34734,-72.49675,Adamant,VT,Vermont,TRUE,,242,38.5,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5641,44.18602,-72.45108,Barre,VT,Vermont,TRUE,,16521,95,50023,Washington,"{""50023"": 61.55, ""50017"": 38.34, ""50005"": 0.11}",Washington|Orange|Caledonia,50023|50017|50005,FALSE,FALSE,America/New_York
5647,44.41001,-72.29126,Cabot,VT,Vermont,TRUE,,1202,17,50023,Washington,"{""50023"": 99.89, ""50005"": 0.11}",Washington|Caledonia,50023|50005,FALSE,FALSE,America/New_York
5648,44.38372,-72.49355,Calais,VT,Vermont,TRUE,,589,24.6,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5649,44.14004,-72.36589,East Barre,VT,Vermont,TRUE,,532,40.7,50017,Orange,"{""50017"": 91.16, ""50023"": 8.84}",Orange|Washington,50017|50023,FALSE,FALSE,America/New_York
5650,44.4002,-72.44235,East Calais,VT,Vermont,TRUE,,954,15.5,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5651,44.27777,-72.49246,East Montpelier,VT,Vermont,TRUE,,1380,31.7,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5652,44.72824,-72.58674,Eden,VT,Vermont,TRUE,,735,9,50015,Lamoille,"{""50015"": 99.62, ""50019"": 0.28, ""50011"": 0.1}",Lamoille|Orleans|Franklin,50015|50019|50011,FALSE,FALSE,America/New_York
5653,44.70141,-72.49275,Eden Mills,VT,Vermont,TRUE,,617,7.5,50015,Lamoille,"{""50015"": 99.75, ""50019"": 0.25}",Lamoille|Orleans,50015|50019,FALSE,FALSE,America/New_York
5654,44.14053,-72.48092,Graniteville,VT,Vermont,TRUE,,1310,105.4,50017,Orange,"{""50017"": 51.41, ""50023"": 48.59}",Orange|Washington,50017|50023,FALSE,FALSE,America/New_York
5655,44.62461,-72.56462,Hyde Park,VT,Vermont,TRUE,,3009,30.8,50015,Lamoille,"{""50015"": 100}",Lamoille,50015,FALSE,FALSE,America/New_York
5656,44.64898,-72.68825,Johnson,VT,Vermont,TRUE,,3552,29,50015,Lamoille,"{""50015"": 100}",Lamoille,50015,FALSE,FALSE,America/New_York
5658,44.35921,-72.35399,Marshfield,VT,Vermont,TRUE,,1720,17.2,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5660,44.24733,-72.76808,Moretown,VT,Vermont,TRUE,,1719,17.7,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5661,44.53743,-72.61724,Morrisville,VT,Vermont,TRUE,,6052,35.8,50015,Lamoille,"{""50015"": 100}",Lamoille,50015,FALSE,FALSE,America/New_York
5663,44.14946,-72.67239,Northfield,VT,Vermont,TRUE,,7083,45,50023,Washington,"{""50023"": 97.22, ""50017"": 2.78}",Washington|Orange,50023|50017,FALSE,FALSE,America/New_York
5664,44.16718,-72.65316,Northfield Falls,VT,Vermont,TRUE,,0,0,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5666,44.34125,-72.43873,North Montpelier,VT,Vermont,TRUE,,49,21.3,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5667,44.28122,-72.3986,Plainfield,VT,Vermont,TRUE,,2184,17,50023,Washington,"{""50023"": 99.87, ""50005"": 0.13}",Washington|Caledonia,50023|50005,FALSE,FALSE,America/New_York
5669,44.05325,-72.75155,Roxbury,VT,Vermont,TRUE,,868,6.9,50023,Washington,"{""50023"": 69.75, ""50001"": 22.83, ""50017"": 7.42}",Washington|Addison|Orange,50023|50001|50017,FALSE,FALSE,America/New_York
5670,44.17799,-72.50558,South Barre,VT,Vermont,TRUE,,110,726.4,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5672,44.48151,-72.72174,Stowe,VT,Vermont,TRUE,,5315,28.2,50015,Lamoille,"{""50015"": 99.87, ""50023"": 0.13}",Lamoille|Washington,50015|50023,FALSE,FALSE,America/New_York
5673,44.19371,-72.84356,Waitsfield,VT,Vermont,TRUE,,2363,17.2,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5674,44.11112,-72.86081,Warren,VT,Vermont,TRUE,,1632,15.7,50023,Washington,"{""50023"": 99.49, ""50001"": 0.51}",Washington|Addison,50023|50001,FALSE,FALSE,America/New_York
5675,44.07386,-72.41821,Washington,VT,Vermont,TRUE,,930,9.6,50017,Orange,"{""50017"": 100}",Orange,50017,FALSE,FALSE,America/New_York
5676,44.34825,-72.80984,Waterbury,VT,Vermont,TRUE,,4747,19.5,50023,Washington,"{""50023"": 79.51, ""50007"": 20.49}",Washington|Chittenden,50023|50007,FALSE,FALSE,America/New_York
5677,44.39194,-72.70841,Waterbury Center,VT,Vermont,TRUE,,2303,56.7,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5678,44.15577,-72.47445,Websterville,VT,Vermont,TRUE,,81,38.5,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5679,44.10677,-72.54052,Williamstown,VT,Vermont,TRUE,,3076,30.9,50017,Orange,"{""50017"": 100}",Orange,50017,FALSE,FALSE,America/New_York
5680,44.53785,-72.46838,Wolcott,VT,Vermont,TRUE,,2190,13,50015,Lamoille,"{""50015"": 97.13, ""50023"": 2.87}",Lamoille|Washington,50015|50023,FALSE,FALSE,America/New_York
5681,44.45377,-72.38016,Woodbury,VT,Vermont,TRUE,,139,4,50023,Washington,"{""50023"": 100}",Washington,50023,FALSE,FALSE,America/New_York
5682,44.40354,-72.57219,Worcester,VT,Vermont,TRUE,,1305,11,50023,Washington,"{""50023"": 99.9, ""50015"": 0.1}",Washington|Lamoille,50023|50015,FALSE,FALSE,America/New_York
5701,43.63365,-72.91368,Rutland,VT,Vermont,TRUE,,20523,117,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5730,43.40262,-72.81508,Belmont,VT,Vermont,TRUE,,359,7,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5731,43.7532,-73.28857,Benson,VT,Vermont,TRUE,,0,0,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5732,43.67998,-73.18648,Bomoseen,VT,Vermont,TRUE,,1083,38.3,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5733,43.81746,-73.09216,Brandon,VT,Vermont,TRUE,,6039,21.6,50021,Rutland,"{""50021"": 60.45, ""50001"": 39.55}",Rutland|Addison,50021|50001,FALSE,FALSE,America/New_York
5734,43.98243,-73.33286,Bridport,VT,Vermont,TRUE,,1244,11.1,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5735,43.64475,-73.15456,Castleton,VT,Vermont,TRUE,,3947,34.4,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5736,43.60483,-73.01273,Center Rutland,VT,Vermont,TRUE,,588,67.2,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5737,43.76778,-72.90434,Chittenden,VT,Vermont,TRUE,,619,4.9,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5738,43.52895,-72.85637,Cuttingsville,VT,Vermont,TRUE,,1279,9.8,50021,Rutland,"{""50021"": 99.84, ""50027"": 0.16}",Rutland|Windsor,50021|50027,FALSE,FALSE,America/New_York
5739,43.34488,-73.0295,Danby,VT,Vermont,TRUE,,1214,10,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5742,43.43685,-72.9045,East Wallingford,VT,Vermont,TRUE,,589,9.3,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5743,43.67118,-73.30726,Fair Haven,VT,Vermont,TRUE,,4234,16.6,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5744,43.69034,-73.08272,Florence,VT,Vermont,TRUE,,393,5.9,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5746,43.72098,-72.78836,Gaysville,VT,Vermont,TRUE,,0,0,50027,Windsor,"{""50027"": 98.51, ""50021"": 1.49}",Windsor|Rutland,50027|50021,FALSE,FALSE,America/New_York
5747,44.00354,-72.85494,Granville,VT,Vermont,TRUE,,300,2.9,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5748,43.92004,-72.91064,Hancock,VT,Vermont,TRUE,,479,4.8,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5751,43.6542,-72.78941,Killington,VT,Vermont,TRUE,,697,5.8,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5753,43.9991,-73.17403,Middlebury,VT,Vermont,TRUE,,10806,49.8,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5757,43.48279,-73.12325,Middletown Springs,VT,Vermont,TRUE,,805,12.6,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5758,43.44797,-72.78386,Mount Holly,VT,Vermont,TRUE,,631,9.9,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5759,43.53926,-72.96483,North Clarendon,VT,Vermont,TRUE,,1833,36,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5760,43.80359,-73.29517,Orwell,VT,Vermont,TRUE,,807,8.7,50001,Addison,"{""50001"": 99.43, ""50021"": 0.57}",Addison|Rutland,50001|50021,FALSE,FALSE,America/New_York
5761,43.34786,-73.14855,Pawlet,VT,Vermont,TRUE,,926,8.7,50021,Rutland,"{""50021"": 78.83, ""50003"": 21.17}",Rutland|Bennington,50021|50003,FALSE,FALSE,America/New_York
5762,43.79246,-72.8291,Pittsfield,VT,Vermont,TRUE,,372,7.1,50021,Rutland,"{""50021"": 99.78, ""50027"": 0.22}",Rutland|Windsor,50021|50027,FALSE,FALSE,America/New_York
5763,43.73678,-72.98946,Pittsford,VT,Vermont,TRUE,,3030,32.3,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5764,43.52854,-73.19401,Poultney,VT,Vermont,TRUE,,3117,27,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5765,43.65068,-73.03648,Proctor,VT,Vermont,TRUE,,1838,99.2,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5766,43.98833,-72.99072,Ripton,VT,Vermont,TRUE,,549,4.3,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5767,43.87513,-72.82878,Rochester,VT,Vermont,TRUE,,1250,8.4,50027,Windsor,"{""50027"": 99.16, ""50021"": 0.72, ""50001"": 0.12}",Windsor|Rutland|Addison,50027|50021|50001,FALSE,FALSE,America/New_York
5768,43.29846,-73.22168,Rupert,VT,Vermont,TRUE,,39,3.3,50003,Bennington,"{""50003"": 100}",Bennington,50003,FALSE,FALSE,America/New_York
5769,43.91948,-73.11651,Salisbury,VT,Vermont,TRUE,,1225,15.4,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5770,43.88662,-73.32771,Shoreham,VT,Vermont,TRUE,,1092,10,50001,Addison,"{""50001"": 100}",Addison,50001,FALSE,FALSE,America/New_York
5772,43.75989,-72.74003,Stockbridge,VT,Vermont,TRUE,,788,7.4,50027,Windsor,"{""50027"": 99.16, ""50021"": 0.84}",Windsor|Rutland,50027|50021,FALSE,FALSE,America/New_York
5773,43.40902,-72.96858,Wallingford,VT,Vermont,TRUE,,2493,12.8,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5774,43.42708,-73.17435,Wells,VT,Vermont,TRUE,,964,13.4,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5775,43.35437,-73.22804,West Pawlet,VT,Vermont,TRUE,,642,15.1,50021,Rutland,"{""50021"": 92.37, ""50003"": 7.63}",Rutland|Bennington,50021|50003,FALSE,FALSE,America/New_York
5776,43.24494,-73.20392,West Rupert,VT,Vermont,TRUE,,387,6.4,50003,Bennington,"{""50003"": 100}",Bennington,50003,FALSE,FALSE,America/New_York
5777,43.5552,-73.05504,West Rutland,VT,Vermont,TRUE,,3315,28.7,50021,Rutland,"{""50021"": 100}",Rutland,50021,FALSE,FALSE,America/New_York
5778,43.87279,-73.21228,Whiting,VT,Vermont,TRUE,,826,12.1,50001,Addison,"{""50001"": 92.42, ""50021"": 7.58}",Addison|Rutland,50001|50021,FALSE,FALSE,America/New_York
5819,44.40397,-71.98837,Saint Johnsbury,VT,Vermont,TRUE,,9304,40.5,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5820,44.74862,-72.37351,Albany,VT,Vermont,TRUE,,397,11.4,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5821,44.3175,-72.10866,Barnet,VT,Vermont,TRUE,,965,11.9,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5822,44.75555,-72.15478,Barton,VT,Vermont,TRUE,,1735,15.7,50019,Orleans,"{""50019"": 99.31, ""50005"": 0.69}",Orleans|Caledonia,50019|50005,FALSE,FALSE,America/New_York
5824,44.43741,-71.86449,Concord,VT,Vermont,TRUE,,1128,8.5,50009,Essex,"{""50009"": 68.98, ""50005"": 31.02}",Essex|Caledonia,50009|50005,FALSE,FALSE,America/New_York
5825,44.86019,-72.25664,Coventry,VT,Vermont,TRUE,,62,24.3,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5826,44.6444,-72.40404,Craftsbury,VT,Vermont,TRUE,,668,8.9,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5827,44.68135,-72.36198,Craftsbury Common,VT,Vermont,TRUE,,513,11.8,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5828,44.43748,-72.12334,Danville,VT,Vermont,TRUE,,1900,13.2,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5829,44.95349,-72.0759,Derby,VT,Vermont,TRUE,,1503,24.3,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5830,44.97717,-71.98278,Derby Line,VT,Vermont,TRUE,,1327,15.3,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5832,44.59546,-71.91027,East Burke,VT,Vermont,TRUE,,1115,17.1,50005,Caledonia,"{""50005"": 99.7, ""50009"": 0.3}",Caledonia|Essex,50005|50009,FALSE,FALSE,America/New_York
5833,44.83182,-71.96965,East Charleston,VT,Vermont,TRUE,,42,14.2,50019,Orleans,"{""50019"": 99.89, ""50009"": 0.11}",Orleans|Essex,50019|50009,FALSE,FALSE,America/New_York
5836,44.5196,-72.25173,East Hardwick,VT,Vermont,TRUE,,1372,16.1,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5837,44.66868,-71.8386,East Haven,VT,Vermont,TRUE,,364,2.8,50009,Essex,"{""50009"": 75.03, ""50005"": 24.97}",Essex|Caledonia,50009|50005,FALSE,FALSE,America/New_York
5839,44.67342,-72.21171,Glover,VT,Vermont,TRUE,,733,11.9,50019,Orleans,"{""50019"": 98.64, ""50005"": 1.36}",Orleans|Caledonia,50019|50005,FALSE,FALSE,America/New_York
5840,44.61297,-71.73129,Granby,VT,Vermont,TRUE,,44,0.6,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5841,44.60794,-72.30232,Greensboro,VT,Vermont,TRUE,,373,5.9,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5842,44.57966,-72.24453,Greensboro Bend,VT,Vermont,TRUE,,566,12.1,50019,Orleans,"{""50019"": 65.37, ""50005"": 34.63}",Orleans|Caledonia,50019|50005,FALSE,FALSE,America/New_York
5843,44.50355,-72.33366,Hardwick,VT,Vermont,TRUE,,2394,19.8,50005,Caledonia,"{""50005"": 87.71, ""50023"": 12.29}",Caledonia|Washington,50005|50023,FALSE,FALSE,America/New_York
5845,44.79146,-72.30699,Irasburg,VT,Vermont,TRUE,,1318,11.9,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5846,44.82671,-71.82795,Island Pond,VT,Vermont,TRUE,,1247,4.7,50009,Essex,"{""50009"": 93.51, ""50019"": 6.49}",Essex|Orleans,50009|50019,FALSE,FALSE,America/New_York
5847,44.79165,-72.45679,Lowell,VT,Vermont,TRUE,,945,6.5,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5850,44.55955,-72.03417,Lyndon Center,VT,Vermont,TRUE,,304,84,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5851,44.55297,-72.05732,Lyndonville,VT,Vermont,TRUE,,6075,28.7,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5853,44.89499,-71.96167,Morgan,VT,Vermont,TRUE,,720,9.5,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5855,44.92829,-72.1943,Newport,VT,Vermont,TRUE,,7900,51.6,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5857,44.93381,-72.3092,Newport Center,VT,Vermont,TRUE,,1345,13,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5858,44.53587,-71.8046,North Concord,VT,Vermont,TRUE,,320,1.9,50009,Essex,"{""50009"": 99.9, ""50005"": 0.1}",Essex|Caledonia,50009|50005,FALSE,FALSE,America/New_York
5859,44.95987,-72.43833,North Troy,VT,Vermont,TRUE,,2241,13.9,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5860,44.80018,-72.10353,Orleans,VT,Vermont,TRUE,,2996,15.1,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5862,44.31971,-72.23133,Peacham,VT,Vermont,TRUE,,336,5.4,50005,Caledonia,"{""50005"": 99.81, ""50023"": 0.19}",Caledonia|Washington,50005|50023,FALSE,FALSE,America/New_York
5866,44.63863,-72.12699,Sheffield,VT,Vermont,TRUE,,752,8.4,50005,Caledonia,"{""50005"": 99.83, ""50019"": 0.17}",Caledonia|Orleans,50005|50019,FALSE,FALSE,America/New_York
5867,44.66505,-72.04366,Sutton,VT,Vermont,TRUE,,746,8.3,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5868,44.91881,-72.3675,Troy,VT,Vermont,TRUE,,96,8.2,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5871,44.68367,-71.95193,West Burke,VT,Vermont,TRUE,,1381,13.9,50005,Caledonia,"{""50005"": 100}",Caledonia,50005,FALSE,FALSE,America/New_York
5872,44.86059,-72.03473,West Charleston,VT,Vermont,TRUE,,926,11.7,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5873,44.40619,-72.21841,West Danville,VT,Vermont,TRUE,,645,9.7,50005,Caledonia,"{""50005"": 94.67, ""50023"": 5.33}",Caledonia|Washington,50005|50023,FALSE,FALSE,America/New_York
5874,44.87546,-72.46172,Westfield,VT,Vermont,TRUE,,633,6.2,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5875,44.70947,-72.26753,Barton,VT,Vermont,TRUE,,430,7.3,50019,Orleans,"{""50019"": 100}",Orleans,50019,FALSE,FALSE,America/New_York
5901,44.94197,-71.68079,Averill,VT,Vermont,TRUE,,16,0.2,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5902,45.00881,-71.49472,Beecher Falls,VT,Vermont,TRUE,,112,33.1,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5903,44.9379,-71.58286,Canaan,VT,Vermont,TRUE,,739,4.6,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5904,44.41597,-71.70762,Gilman,VT,Vermont,TRUE,,194,136.2,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5905,44.70151,-71.66672,Guildhall,VT,Vermont,TRUE,,858,1.8,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5906,44.47431,-71.71538,Lunenburg,VT,Vermont,TRUE,,1370,10.9,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
5907,44.9502,-71.82577,Norton,VT,Vermont,TRUE,,103,0.6,50009,Essex,"{""50009"": 100}",Essex,50009,FALSE,FALSE,America/New_York
6001,41.79185,-72.85107,Avon,CT,Connecticut,TRUE,,19132,302.1,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6002,41.84286,-72.73714,Bloomfield,CT,Connecticut,TRUE,,21399,321.6,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6010,41.681,-72.94065,Bristol,CT,Connecticut,TRUE,,60745,885.2,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6013,41.7598,-72.95895,Burlington,CT,Connecticut,TRUE,,9511,123.6,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6016,41.90417,-72.54438,Broad Brook,CT,Connecticut,TRUE,,6940,178.7,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6018,42.02872,-73.29807,Canaan,CT,Connecticut,TRUE,,2607,75.9,9005,Litchfield,"{""09005"": 100}",Litchfield,9005,FALSE,FALSE,America/New_York
6019,41.8592,-72.90717,Canton,CT,Connecticut,TRUE,,9989,171.1,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6020,41.86283,-72.90991,Canton Center,CT,Connecticut,TRUE,,37,125.2,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6021,42.00152,-73.08078,Colebrook,CT,Connecticut,TRUE,,1422,17.4,9005,Litchfield,"{""09005"": 100}",Litchfield,9005,FALSE,FALSE,America/New_York
6022,41.86595,-72.92749,Collinsville,CT,Connecticut,TRUE,,67,15.5,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6023,41.61355,-72.72072,East Berlin,CT,Connecticut,TRUE,,1601,621.3,9003,Hartford,"{""09003"": 99.71, ""09007"": 0.29}",Hartford|Middlesex,09003|09007,FALSE,FALSE,America/New_York
6024,42.00812,-73.28374,East Canaan,CT,Connecticut,TRUE,,602,38,9005,Litchfield,"{""09005"": 100}",Litchfield,9005,FALSE,FALSE,America/New_York
6026,41.94242,-72.74093,East Granby,CT,Connecticut,TRUE,,5093,112,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6027,42.00403,-72.91112,East Hartland,CT,Connecticut,TRUE,,1431,35.1,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6029,41.91439,-72.4535,Ellington,CT,Connecticut,TRUE,,16339,192.8,9013,Tolland,"{""09013"": 100}",Tolland,9013,FALSE,FALSE,America/New_York
6031,41.95788,-73.31733,Falls Village,CT,Connecticut,TRUE,,1421,14.1,9005,Litchfield,"{""09005"": 100}",Litchfield,9005,FALSE,FALSE,America/New_York
6032,41.72528,-72.83147,Farmington,CT,Connecticut,TRUE,,18430,308.2,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
6033,41.70593,-72.53915,Glastonbury,CT,Connecticut,TRUE,,29385,308.8,9003,Hartford,"{""09003"": 100}",Hartford,9003,FALSE,FALSE,America/New_York
